account,token_id,actual_stake,boostType,boostRank,transferred_nft_types
0x4cb81b3ff2aa4dffe1ee513f5db3d451da01ed3f,17579,2283.793,Network_registry,community,[26]
0x55521edd8dd97d597ca5e6a2590e29eea205a8a8,17578,4796.8348,Network_registry,community,[41 37 26 40]
0x1538aa7a66116fb17e791ce223650a3be0d5368e,17577,5368.83940534229,Network_registry,community,[34 29 26 32 35]
0x9294de3a4c5ff2ab65e55e9f4f08d45ebcd0858f,17576,4715.0028,Network_registry,community,[26]
0x20fcc6a2fc315b4a54dda8cf55a86f7160313b01,17574,5104.572472154503,Network_registry,community,[26]
0x4e67b04b9cdd45f9a910be61f6b5dcf11e4626a8,17573,7239.84414668704,Network_registry,community,[26]
0xc0b82acf55d9d13b7429cd53cdab48fa00ae195f,17572,4890.5524,Network_registry,community,[26 41]
0xdd734d9ec8d8f66306416835eceebb358611f5f3,17571,5190.402,Network_registry,community,[26 41 40]
0x9f211f0d634182f73d218a36ad144c40546e6357,17570,4905.7069,Network_registry,community,[41 26]
0xfaa1209a63b2f333a13f0b39f24e5913ee0cb702,17569,17106.15352400806,Network_registry,community,[26 40 34 41 32 35 29 37]
0xea1b6b7e02d25574cba76c4c93a37f593990b8d8,17568,4006.2896,Network_registry,community,[26 37]
0x55e3bd4596ef24375359f7b4551a2df904101012,17567,23230.1144,Network_registry,community,[41 34 38 37 26]
0x4cf5db7f72766df7fa9495f5afb1e0b4a94c3978,17566,224969.74849209044,Network_registry,community,[37 38 41 40 26 29 32 34]
0xaf59a211b7222372368232635cb5ef8b9e78a74d,17564,5577.02224806549,Network_registry,community,[41 37 29 26 40]
0x3b5f199efdd46c53a767860ec438f406695e5799,17563,2038.1575329023367,Network_registry,community,[26 35]
0x47a5f74908ee92090bfa703a512a36a7e2635080,17562,5546.990993894832,Network_registry,community,[41 40 29 26 37]
0xfd6fa3b6c4b0861841702d6af2c75598900e2906,17561,5517.203,Network_registry,community,[29 40 26 37 41]
0x62c3852419a71d70ff05fdef83cddabde533b3e4,17559,19745.177699287313,Network_registry,community,[26]
0xa9b5da22440dedd72535ec0525582ca0b63be5e1,17557,5572.461933587167,Network_registry,community,[26 34 41]
0x2bca1582ce551d17101314fb199162c15f951506,17556,8207.118684158802,Network_registry,community,[34 35 26 41 32]
0xc996f06a1255066b1393988548897371ce747dac,17555,5621.7155999999995,Network_registry,community,[37 26 41 40]
0xc2552747697ad2eea67dd75e10f7933a62ceb64c,17554,5147.534072223426,Network_registry,community,[35 29 26]
0xbcd9fdc648f1134ba00d0d8070b77f296c94dc1e,17553,6800,Network_registry,community,[34 26]
0x94f69c258cd251bcb77dbb6156da13e32dcb8ef4,17552,62202.152200000004,Network_registry,community,[35 26 36]
0xeb9084e99f757c850325f6a83fc94842e6ba80e2,17551,5859.407780509552,Network_registry,community,[32 36 34 35 26 40]
0xd641f981dd58b5b50f9e09c7e801ba2d26338ac5,17550,3083.7223999999997,Network_registry,community,[26 41]
0xf7dc9a8f66701dcf91808f00d356249b351ef4cf,17545,30000,Network_registry,community,[36 35 26]
0x9803186b0dcd7833f1d24739c27e84063f7e891a,17544,6008.6914,Network_registry,community,[38 29 26]
0xd6a090e23033dd1f370fcfc2293c3c2c97b7fbce,17543,5560.9694,Network_registry,community,[26 29 34 40]
0x3d0bb03c7cbb0caf3b10dd152bea10afe2852181,17542,8937.757436867367,Network_registry,community,[26 35]
0xeb1f276fd47635a473bb1d2c8047c423da6f5116,17541,28788.164699999998,Network_registry,community,[26 40 35]
0x3c85828022aadb9f2f04788550f8130cc5241398,17540,2000,Network_registry,community,[29 26 32]
0x7b15a0a2bcb856c3bd5dcfa8798eb29d5852d74d,17539,2162.437821526216,Network_registry,community,[26 34]
0x0e544457812a698ff051b5fe1859df6836214bb1,17538,5552.2191,Network_registry,community,[26 29 34]
0x9822f6649e6c1e493b1b1494ddff0f5839f446d8,17537,5525.750999999999,Network_registry,community,[29 26 34]
0xaec80b4fbe227198720b1d1b82a12968baa0b144,17536,2002,Network_registry,community,[36 35 26]
0x9c2c3b36fbce13efb602750ef3403291824fa338,17535,23928.706887770044,Network_registry,community,[35 26 36]
0x3e98b3623592b52eb2ddcf36a4ce9a9d48df57ef,17534,32704.707954063568,Network_registry,community,[26 36 35]
0x93d3f77868d61391cbc9919bd926f524559d5e3f,17533,4898.8523,Network_registry,community,[41 26]
0xbfb9de8edea96a68832404910d548f58b9f998b1,17532,5906.324486972711,Network_registry,community,[34 37 38 26]
0x8e79ff45fd024a2ad350ae6d4e0afe12d92c129c,17512,5901.9144,Network_registry,community,[26]
0x0087ccce2b9714c097542223142e1466b774c366,17511,5576.1103,Network_registry,community,[34 40 26 29]
0xa8454b1bf7e2c988c054a1daec6ca81a88a16dc6,17510,2983.305,Network_registry,community,[26 41]
0x681099977c323282bb30be500139b0d9a4f8d9cb,17509,27936.966395800973,Network_registry,community,[29 26]
0xcddadecf7e6e9d6b89d907d94355c2ae233a21c6,17508,5665.752,Network_registry,community,[26]
0x8818cb8498096fcc2c7cfe397bf6964aef7d2754,17507,5774.5064999999995,Network_registry,community,[26]
0x6c8a70bae601e97f2c885f640d5c35b2a1e805e3,17506,30765.132273301166,Network_registry,community,[36 26 35 37 41]
0x4dd112241988fec1cb6f06db558cc852246bf8fa,17503,5552.9776,Network_registry,community,[34 26]
0x956290cae406bf01a4047035f1a8975eed11d1e4,17501,26267.27584696456,Network_registry,community,[26 29]
0xc307c55d8038265fb9337cfc4bf36b874289482b,17500,7071.283842600578,Network_registry,community,[26 35 29 40 32 34]
0x896aea93ae29147e810059c75390ef4bbbeebe29,17499,58194.81426861754,Network_registry,community,[34 36 26 35]
0xda615562970f622b1e174b335c9e3b2a96264b14,17498,5561.9943,Network_registry,community,[26 34 29]
0xca4fe3b7150f5e0dc77cf920f4d577e31e854552,17302,7205.790572053238,Network_registry,community,[29 32 26 40 35 34]
0xe0afffc4a79ed8b3fd341430ab73abe9abeb9db0,17301,24081.8966,Network_registry,community,[32 34 29 26 37 41 35 36 40]
0xa05193a2710bcd9ee95603aed82aab905cfdd209,17300,5829.918199999999,Network_registry,community,[26 41 40]
0x4ce7d126dcb606008a711b46c2d8df50d88e4244,17299,39206.7841314488,Network_registry,community,[35 36 26]
0x4b554240d58a9d75326f8031b7087903034e66fc,17298,5638.679596130468,Network_registry,community,[29 34 35 40 41 26]
0x97281d9da948509a271d84d11fbcf0377b130515,17297,7132.227355254734,Network_registry,community,[32 35 34 26 40 29]
0x83ae2b590e4c1702eb734437188ccb9800ff9cbe,17296,8236.327601143805,Network_registry,community,[35 32 29 34 40 26]
0xfc97910e9200189265d759d80f25c4f0c691330d,17295,6974.7107004368645,Network_registry,community,[34 29 35 32 40 26]
0x4e51921564883af00db50a177d8c609aa6ba81ff,17294,5674.504,Network_registry,community,[40 41 26]
0xe9bd415d5d543b5d4fe12ac2baa52cd9ca026f46,17292,21598.999999999996,Network_registry,community,[35 36 26]
0x517e6e444fb0e565cf07597e8fc692b2c05e8bda,17291,17798.912214197215,Network_registry,community,[26 36 35]
0xccebe8104a3aa1a440461f5f4f6c38fbdfb30802,17290,29106.276700000002,Network_registry,community,[40 26 29 35 34]
0x8f771a8e8ba888f2b06cc75747ee59fa9f7613e9,17289,29732.0715,Network_registry,community,[36 35 26 32]
0x3cefb79af1f4126dc679d52f5f7458a25ce74b42,17288,44833.6806746788,Network_registry,community,[35 34 40 41 36 26]
0x2c7ed5966fa687e84d6837ee2efb29d2430112f5,17287,168837.0852038523,Network_registry,community,[34 29 26 35 40 29 36 32]
0xce4d4bf74cf639d99c26803f6dbc0a8054329c16,17286,350712.7852062588,Network_registry,community,[34 26 35 32 33 29 34]
0x6ae40a6fd30b9e627a1314d2fadc4ed96d34dbd7,17285,13026.496319397325,Network_registry,community,[35 36 26]
0x1b21b2d0c32618226f9745340bcae30ae4b507f3,17284,19310.443070125246,Network_registry,community,[35 26 36]
0xf17a0f334d43e343347335b0fd673795617e9f1d,17283,22009.652789315085,Network_registry,community,[35 32 26 37 29 36]
0x9325eafe32eba5aa10787143ea5bc3438a7f6d2b,17282,21630,Network_registry,community,[26 34 36 35]
0x376c6968a2fcd86fe62c1bf26fea76beef7429fa,17281,5477.512199999999,Network_registry,community,[37 26 34]
0xfed242184ba67298d7c0e7c228da4512abcf5e94,17280,5907.148288921497,Network_registry,community,[26]
0xf057b8931aa30ccc85ab8df7aeae3115a175baed,17279,5907.6648000000005,Network_registry,community,[26 34 37 32 40 41]
0xe9137a9c82f569c6bc24b4f4dd705d63171c2610,17278,5455.131109765164,Network_registry,community,[29 36 34 26 40 35]
0x9c04c3186f5471c4e58db47ecfdeeda92c1e8cb2,17277,12028.453738416141,Network_registry,community,[36 35 26 32]
0x5190efc20e1ac0d4b5ece5f6e8d5529925557c90,17276,18323.818115848127,Network_registry,community,[36 30 35 32 29 40 37 41 34 26]
0x2b2ba7547fea61596f0124176d68b959c891cb38,17275,17777.682,Network_registry,community,[32 26 36 35 29 40]
0x26199b5dd7637d8ddd76fcfe31ec1eadee25e275,17274,26651.585879638653,Network_registry,community,[36 34 35 26]
0x2efd13e44e4e68d55b9730811fe04b949789cf69,17273,7507.552783058557,Network_registry,community,[34 35 36 26]
0xc6d15113e2fc44064e2ce8df7a5c38e01ad6bcd5,17272,5392.325411778845,Network_registry,community,[40 34 32 26 29]
0x55e86864dde83bdd7ef9f0d1f1765ebbec3a7934,17270,22383.41727507225,Network_registry,community,[36 26 35]
0x5cfc0af2db55938b879c5be94d0cd860ec2db029,17269,36944.69387254608,Network_registry,community,[29 35 26 36]
0xdf5fee5a0420b7b9c288b88e4efa133bf2af480a,17266,8164.717759265684,Network_registry,community,[36 40 26 34 35]
0xa5e1532162ca1948a5d6a1832fe6ceb8df323c30,17265,11113.3075,Network_registry,community,[40 35 36 34 26]
0x00a135cd2a91ee08dc6dfc314802b553ee6b1b6e,17263,2518.5751000000005,Network_registry,community,[26]
0x65a913d9988efd87dcb77e330c9ab47e7260d22c,17262,4824.336703,Network_registry,community,[26]
0xf2305ddac29a4478e08a04746d1c79f37f40592b,17261,5923.4503,Network_registry,community,[40 26]
0xc8a4dccd4257645a6c04a05fa9a6aee26d7e808d,17260,6512.0073999999995,Network_registry,community,[26 40 34 32 35 29]
0xafd1798233fbcd623eea576a80d555fe9c501b45,17259,2221.8720508639108,Network_registry,community,[26 36 34 29 35]
0x6bec0bca2f15876f675f2c38958ff986551e4db1,17208,20387.5789,Network_registry,community,[41 26]
0xb2f7c0d4d65c484f4b03fc638134d9a3e7f6bab2,17207,6925.2688,Network_registry,community,[40 26]
0x04be52434eb64addf373137310551ac42013677c,17206,19416.403518831376,Network_registry,community,[26 34 36 29 40 35]
0x0705b3f95211b829afec43e3dd3bb8bd4aceca20,17205,42631.24930539812,Network_registry,community,[34 26 35 41 29 37 40 36]
0xca2dead8b1eee1b6809169a982eef01abce24078,17204,2564.2436380474537,Network_registry,community,[34 37 29 32 35 36 40 26]
0xeb87ac7918879abb2857503d3168101d785792aa,17203,7085.24761909,Network_registry,community,[26 35 37 41]
0x7598515a12966a3a64859f567d78de4c403025ef,17202,286188.6290069505,Network_registry,community,[40 32 38 34 26 37]
0x3b8e502c1cf7027560f318fd21066d3ca49f52f5,17201,8815.5739,Network_registry,community,[36 35 34 40 26]
0x85d1b4aced9027d8e714874ce4cd9017e3bb1c32,17200,5476.8907,Network_registry,community,[26 36]
0xf318a2f77816c166181597e53ec95773c7d70262,17199,20000,Network_registry,community,[36 26 29 32 35]
0xb23f8768f3a6a0d8b6e67d037213f9a19130e273,17198,8265.05342975228,Network_registry,community,[35 26]
0x9f5aa14327fb4b61f6f7f1b205501fd1a66bc183,17196,29355.945016563495,Network_registry,community,[32 34 36 35 29 26]
0x852926150de3854d61319021bd88f239c1cc4c38,17195,5964.8344,Network_registry,community,[26]
0x3f80528837e792b23777977fa3aa7ad8a3eab4e7,17194,26940.851771595044,Network_registry,community,[29 34 40 26 36 35]
0xa44dd0cf1de1c461fde0b7b92c374789b59784c9,17191,96615.67253598367,Network_registry,community,[29 35 36 26 34]
0x9583ca25ec7770b1d575d0c4c76b79ce257e6645,17190,6459.0198,Network_registry,community,[26]
0x708d15d6b33b588a38fc9a822ea52b4a4c0f2894,17189,6495.4109,Network_registry,community,[34 35 40 29 32 36 26]
0x81fa725f8cebd030939ab8b649507f733101ae95,17186,5356.678278733066,Network_registry,community,[26 36 32 35 29 34 40]
0xa603da977f4da790d8f3d0ff42db79cacc6f6960,17185,13930.660911290339,Network_registry,community,[36 30 40 34 26 41 35 32 29]
0xaca3365a1a6dba0839b3b56219cf250ebb9f32f1,17184,5750.6097,Network_registry,community,[29 26 34]
0x31500ba0c44f5da8ec9a9a58cc6e075ac9582d6c,17183,538801.2062790571,Network_registry,community,[34 26 35 36 40]
0xe88a44fc76d9ce87f394b0c43c0679d4f7a7ae32,17182,3045.084960243389,Network_registry,community,[26]
0x1f1adce71f9776cfbfdda7e87500b7c5ffac4ade,17181,73962.55258170424,Network_registry,community,[26 36 34 35 40 29 32]
0xbbbffd989e9c06cd0808ba1be8cbc2ca1b160f8b,17180,255580.38054039484,Network_registry,community,[41 29 34 40 37 38 32 26]
0xae60a8cbc37cfde7ae14047c95bdca81aa159ae0,17179,112743.98419999999,Network_registry,community,[26 32 29 40 37 30 34 41]
0x4186c746d04cb987b795822d50ba6713851d1d2d,16301,46056.0765,Network_registry,community,[26]
0x1b99eac6e12c0080151a897c36ebba0bc7f9e954,16300,141060.0068190566,Network_registry,community,[40 34 26 29]
0x687670e9c58526d673aa22d6ab355d952819afdf,16299,10522.135199999999,Network_registry,community,[26 32 34 40 29]
0x9ccb89c59e0040fe96814d02832ed6533cbada55,16298,12149.421930653245,Network_registry,community,[29 26 34 32 40]
0xe4c5e7ea3d8da7607a50d74c11b0d318a2ac9af8,16297,5839.888599999999,Network_registry,community,[26 41 30 37 38 34 40]
0x7a9e4922b7acffa59a69da6b2475ac5cb85925fd,16296,5512.424595445021,Network_registry,community,[32 34 26 40]
0xfb2165f4abeed496b4edd3234c4cc09f1557226e,16295,24737.266960674002,Network_registry,community,[26]
0x4557144f54bc5d129a875a532c21db18481900ee,16294,134462.98449015772,Network_registry,community,[26]
0x0c183b19cf8a07bb4319729150b0b3b4841c0866,16293,5142.494248295085,Network_registry,community,[30 29 34 32 40 26]
0x6af6d4c57b3d48d614ecc52f6c25242783dec71a,16292,17226.116133262065,Network_registry,community,[26 29 40 34 41]
0x63eb17f24fdf1a9e286831fe21acf72c975e88fe,16291,26578.891600088147,Network_registry,community,[26 34]
0x9c0e24263739aca4b90273121ca5bd047dffe266,16290,9539.315922937265,Network_registry,community,[37 34 29 38 40 41 32 26]
0x811df83148fa178c1fa9f80b9f07e1dda5a9c191,16289,9893.307391474238,Network_registry,community,[29 37 26 40 34]
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,16288,7856.5039,Network_registry,community,[34 40 26]
0x9b6f20e0ea7a409a31e3595210c4ccbcefa95fe5,16177,2301.7775302925033,Network_registry,community,[30 26 29]
0x8112835513d9ed158fb0b8971b203326375d0b9f,16175,248965.5196204843,Network_registry,community,[38 41 34 26 32 37 29 40 33]
0xa982c753384533ab0fe96010d80ee0daabee8155,16174,250944.156693092,Network_registry,community,[38 32 33 41 30 37 29 26 40 34]
0xc402539d643f1ca0920ded01bb864325f49dd025,16173,251301.67933460142,Network_registry,community,[34 33 32 38 41 29 26 40 37]
0xfcd178d3614f131c5bd20cda00c9bf792d458760,16172,5907.965501248372,Network_registry,community,[33 32 26]
0x8e6f318fc1476a9f7f536ba65be9d84e0bc5fdd5,16170,250976.75579999998,Network_registry,community,[29 38 32 30 41 40 26 33 34 37]
0x6d6ed67479d02d63a4a0f111a6d76ff93bb2d23d,16169,25984.57055232358,Network_registry,community,[32 26 29 34 33 40]
0xa24db1dc8ce36c960bc4517d4b1eb3f3e7c10fff,16168,28951.2888,Network_registry,community,[34 29 32 26 33]
0xfe5d05fc007b3c1766aa0fddda4a908a1695558d,16167,4351.167530545147,Network_registry,community,[26 34]
0xd973b5ad311d8d84d90166b17335cacac1263bab,16166,41626.24863747675,Network_registry,community,[40 37 29 34 26 33]
0x6c1feca12c7f4ee37346789ee5f2b51966e1dc14,16164,31352.511483063514,Network_registry,community,[32 29 33 26 37]
