account,actual_stake,rewards_till_now,collected_rewards,rewards_to_collect_till_now,projected_rewards,projected_rewards_to_collect,daily_growth,now_utc,now_epoch,last_sync_time,last_sync_time_epoch,last_sync_reward,last_redeem_time,last_redeem_time_epoch,last_collect_time,last_collect_time_epoch,program_start_epoch,program_start,program_end_epoch,program_end,APR,total_boost,allstaked_rewards_without_boost,allstaked_rewards_with_boost,voting_power
0xc96b54890f172986f8edc7aec6e8c09a53760526,252285.73463280735,11917.405743434661,11917.405743434661,0,11917.405743434661,0,169.5734050390207,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-26 15:12:05.000 UTC,1.690384325e+09,11917.405743434661,2023-07-09 17:38:30.000 UTC,1.68892431e+09,2023-07-26 15:12:05.000 UTC,1.690384325e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,23.5,785.4942585508859,15431.179858550886,502.2805337984017
0x542af4dda22ae22bae41ea32fafcfb6af00d8ac5,252148.9064,18628.168321909816,18628.168321909816,0,18628.168321909816,0,239.79032354313216,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-26 17:13:45.000 UTC,1.690391625e+09,18628.168321909816,2023-07-15 10:12:55.000 UTC,1.689415975e+09,2023-07-26 17:12:55.000 UTC,1.690391575e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,33.75,785.0682424250266,21820.919442425027,502.14430834173555
0x38fbc817bc7921a5a85dab1c6a5a4ca454d68c21,251463.61499427457,8865.507289955143,8865.507289955143,0,8865.507289955143,0,104.50767670886013,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-27 14:13:00.000 UTC,1.69046718e+09,8865.507289955143,2023-07-07 15:54:25.000 UTC,1.688745265e+09,2023-07-27 14:13:00.000 UTC,1.69046718e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,14.000000000000002,782.9345805062699,9510.19858050627,501.4614790731932
0xc402539d643f1ca0920ded01bb864325f49dd025,251301.67933460142,8458.816306126866,8458.816306126866,0,8458.816306126866,0,101.06773617742579,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-31 07:00:05.000 UTC,1.690786805e+09,8458.816306126866,2023-07-07 16:35:50.000 UTC,1.68874775e+09,2023-07-31 07:00:05.000 UTC,1.690786805e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,13.5,782.4303921457465,9197.163992145746,501.29998936225945
0x0391e51993c52c76dd7da2e70cb2d5af18364f70,251002.2483,8555.210256330189,8555.210256330189,0,8555.210256330189,0,101.05749132423553,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-31 06:54:05.000 UTC,1.690786445e+09,8555.210256330189,2023-07-07 16:37:55.000 UTC,1.688747875e+09,2023-07-31 06:54:05.000 UTC,1.690786445e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,13.5,781.4981105054324,9196.231710505434,501.0012458068343
0xcbf935ec0827ca8c096e52edba7b1879f77c78e2,250988.2557097594,15024.858008861584,15024.858008861584,0,15024.858008861584,0,172.963412576156,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-31 06:46:55.000 UTC,1.690786015e+09,15024.858008861584,2023-07-05 15:39:45.000 UTC,1.688571585e+09,2023-07-31 06:46:55.000 UTC,1.690786015e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,24,781.4545444301953,15739.670544430195,500.98728098601407
0x8e6f318fc1476a9f7f536ba65be9d84e0bc5fdd5,250976.75579999998,10988.913983425695,10988.913983425695,0,10988.913983425695,0,128.4454191136435,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-31 06:57:40.000 UTC,1.69078666e+09,10988.913983425695,2023-07-07 16:36:10.000 UTC,1.68874777e+09,2023-07-31 06:57:40.000 UTC,1.69078666e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,17.5,781.4187393415602,11688.53313934156,500.9758036073199
0xa982c753384533ab0fe96010d80ee0daabee8155,250944.156693092,9179.87482969538,9179.87482969538,0,9179.87482969538,0,107.90270375476013,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-27 14:05:50.000 UTC,1.69046675e+09,9179.87482969538,2023-07-07 15:51:50.000 UTC,1.68874511e+09,2023-07-27 14:05:50.000 UTC,1.69046675e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,14.499999999999998,781.3172416831716,9819.146041683172,500.9432669405708
0x9ba4f1cafa6a7411d97d914d011f62c35d515bde,250909.5890363907,7710.891668228219,7710.891668228219,0,7710.891668228219,0,94.20712104312669,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-27 13:51:50.000 UTC,1.69046591e+09,7710.891668228219,2023-07-07 15:51:25.000 UTC,1.688745085e+09,2023-07-27 13:51:50.000 UTC,1.69046591e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,12.5,781.2096149245285,8572.848014924528,500.9087631858627
0x1b0eace6509cfe9d3a936ae0d6ed2584b4f034e1,250909.1014183787,7894.534871198241,7894.534871198241,0,7894.534871198241,0,90.77270435956896,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-31 06:43:50.000 UTC,1.69078583e+09,7894.534871198241,2023-05-24 20:30:20.000 UTC,1.68496022e+09,2023-07-31 06:43:50.000 UTC,1.69078583e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,12,781.2080967207769,8260.316096720777,500.90827645226494
0xddcda6f159dad453eefcca50fe5a5d0a03f1f34f,250852.81273026203,7806.7423801242085,7806.7423801242085,0,7806.7423801242085,0,94.20517847587827,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-27 14:00:55.000 UTC,1.690466455e+09,7806.7423801242085,2023-07-07 15:51:35.000 UTC,1.688745095e+09,2023-07-27 14:00:55.000 UTC,1.690466455e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,12.5,781.0328413049233,8572.671241304923,500.85208667855426
0x05c254989526b621ced514f5dad9123fe4b803fd,250000,13976.163455,13976.163455,0,13976.163455,0,160.9632,2023-08-16 11:35:42.601 UTC,1.692185742601e+09,2023-07-26 17:08:45.000 UTC,1.690391325e+09,13976.163455,2023-06-26 22:25:20.000 UTC,1.68781832e+09,2023-07-26 17:08:45.000 UTC,1.690391325e+09,1.6825104e+09,2023-04-26 12:00:00.000 UTC,1.6903728e+09,2023-07-26 12:00:00.000 UTC,1.25,22.25,778.3776,14647.6512,500
